x,y,value
0.15,0.15,0.27543703
0.16,0.15,0.2926398
0.17,0.15,0.30963095
0.18,0.15,0.326401
0.19,0.15,0.34294109
0.2,0.15,0.35924298
0.21,0.15,0.37529902
0.22,0.15,0.39110217
0.23,0.15,0.40664602
0.24,0.15,0.42192479
0.25,0.15,0.43693328
0.26,0.15,0.45166692
0.27,0.15,0.46612173
0.28,0.15,0.48029432
0.29,0.15,0.49418187
0.3,0.15,0.50778212
0.31,0.15,0.52109335
0.32,0.15,0.53411437
0.33,0.15,0.54684449
0.34,0.15,0.55928352
0.35,0.15,0.5714317
0.36,0.15,0.58328976
0.37,0.15,0.5948588
0.38,0.15,0.60614036
0.39,0.15,0.61713632
0.4,0.15,0.62784893
0.41,0.15,0.63828077
0.42,0.15,0.64843471
0.43,0.15,0.6583139
0.44,0.15,0.66792177
0.45,0.15,0.67726197
0.46,0.15,0.68633837
0.47,0.15,0.69515504
0.48,0.15,0.70371621
0.49,0.15,0.71202627
0.5,0.15,0.72008976
0.51,0.15,0.72791132
0.52,0.15,0.7354957
0.53,0.15,0.74284774
0.54,0.15,0.74997233
0.55,0.15,0.75687444
0.56,0.15,0.76355904
0.57,0.15,0.77003118
0.58,0.15,0.77629589
0.59,0.15,0.7823582
0.6,0.15,0.78822315
0.61,0.15,0.79389576
0.62,0.15,0.79938102
0.63,0.15,0.80468389
0.64,0.15,0.80980928
0.65,0.15,0.81476206
0.66,0.15,0.81954703
0.67,0.15,0.82416895
0.68,0.15,0.8286325
0.69,0.15,0.8329423
0.7,0.15,0.83710287
0.71,0.15,0.84111869
0.72,0.15,0.84499412
0.73,0.15,0.84873346
0.74,0.15,0.85234092
0.75,0.15,0.85582063
0.76,0.15,0.8591766
0.77,0.15,0.86241278
0.78,0.15,0.86553303
0.79,0.15,0.86854109
0.8,0.15,0.87144062
0.81,0.15,0.87423522
0.82,0.15,0.87692834
0.83,0.15,0.87952338
0.84,0.15,0.88202364
0.85,0.15,0.88443233
0.86,0.15,0.88675256
0.87,0.15,0.88898736
0.88,0.15,0.89113967
0.89,0.15,0.89321235
0.9,0.15,0.89520817
0.91,0.15,0.89712982
0.92,0.15,0.89897991
0.93,0.15,0.90076095
0.94,0.15,0.90247541
0.95,0.15,0.90412564
0.96,0.15,0.90571394
0.97,0.15,0.90724253
0.98,0.15,0.90871357
0.99,0.15,0.91012913
1,0.15,0.91149122
-1,0.16,-0.90440569
-0.99,0.16,-0.90305419
-0.98,0.16,-0.90164963
-0.97,0.16,-0.90019003
-0.96,0.16,-0.89867332
-0.95,0.16,-0.89709737
-0.94,0.16,-0.89545996
-0.93,0.16,-0.89375884
-0.92,0.16,-0.89199164
-0.91,0.16,-0.89015594
-0.9,0.16,-0.88824922
-0.89,0.16,-0.88626892
-0.88,0.16,-0.88421235
-0.87,0.16,-0.88207676
-0.86,0.16,-0.87985934
-0.85,0.16,-0.87755714
-0.84,0.16,-0.87516718
-0.83,0.16,-0.87268636
-0.82,0.16,-0.87011149
-0.81,0.16,-0.8674393
-0.8,0.16,-0.86466643
-0.79,0.16,-0.86178943
-0.78,0.16,-0.85880476
-0.77,0.16,-0.85570877
-0.76,0.16,-0.85249774
-0.75,0.16,-0.84916786
-0.74,0.16,-0.8457152
-0.73,0.16,-0.84213578
-0.72,0.16,-0.83842551
-0.71,0.16,-0.8345802
-0.7,0.16,-0.83059561
-0.69,0.16,-0.82646737
-0.68,0.16,-0.82219108
-0.67,0.16,-0.81776223
-0.66,0.16,-0.81317624
-0.65,0.16,-0.80842846
-0.64,0.16,-0.80351418
-0.63,0.16,-0.79842864
-0.62,0.16,-0.79316699
-0.61,0.16,-0.78772437
-0.6,0.16,-0.78209585
-0.59,0.16,-0.77627649
-0.58,0.16,-0.77026131
-0.57,0.16,-0.7640453
-0.56,0.16,-0.75762348
-0.55,0.16,-0.75099083
-0.54,0.16,-0.74414238
-0.53,0.16,-0.73707317
-0.52,0.16,-0.72977829
-0.51,0.16,-0.72225286
-0.5,0.16,-0.7144921
-0.49,0.16,-0.70649129
-0.48,0.16,-0.69824583
-0.47,0.16,-0.68975121
-0.46,0.16,-0.68100308
-0.45,0.16,-0.67199724
-0.44,0.16,-0.66272964
-0.43,0.16,-0.65319646
-0.42,0.16,-0.64339406
-0.41,0.16,-0.63331906
-0.4,0.16,-0.62296831
-0.39,0.16,-0.61233898
-0.38,0.16,-0.60142849
-0.37,0.16,-0.59023463
-0.36,0.16,-0.57875552
-0.35,0.16,-0.56698965
-0.34,0.16,-0.5549359
-0.33,0.16,-0.54259357
-0.32,0.16,-0.5299624
-0.31,0.16,-0.5170426
-0.3,0.16,-0.50383485
-0.29,0.16,-0.49034032
-0.28,0.16,-0.47656073
-0.27,0.16,-0.46249831
-0.26,0.16,-0.44815586
-0.25,0.16,-0.43353675
-0.24,0.16,-0.41864493
-0.23,0.16,-0.40348494
-0.22,0.16,-0.38806192
-0.21,0.16,-0.37238161
-0.2,0.16,-0.35645039
-0.19,0.16,-0.34027522
-0.18,0.16,-0.3238637
-0.17,0.16,-0.30722401
-0.16,0.16,-0.29036495
-0.15,0.16,-0.2732959
-0.14,0.16,-0.25602681
-0.13,0.16,-0.2385682
-0.12,0.16,-0.22093112
-0.11,0.16,-0.20312714
-0.1,0.16,-0.18516832
-0.09,0.16,-0.16706716
-0.08,0.16,-0.14883662
-0.07,0.16,-0.13049004
-0.06,0.16,-0.11204112
-0.05,0.16,-0.093503862
-0.04,0.16,-0.074892565
-0.03,0.16,-0.05622175
-0.02,0.16,-0.037506132
-0.01,0.16,-0.018760565
0,0.16,0
0.01,0.16,0.018760565
0.02,0.16,0.037506132
0.03,0.16,0.05622175
0.04,0.16,0.074892565
0.05,0.16,0.093503862
0.06,0.16,0.11204112
0.07,0.16,0.13049004
0.08,0.16,0.14883662
0.09,0.16,0.16706716
0.1,0.16,0.18516832
0.11,0.16,0.20312714
0.12,0.16,0.22093112
0.13,0.16,0.2385682
0.14,0.16,0.25602681
0.15,0.16,0.2732959
0.16,0.16,0.29036495
0.17,0.16,0.30722401
0.18,0.16,0.3238637
0.19,0.16,0.34027522
0.2,0.16,0.35645039
0.21,0.16,0.37238161
0.22,0.16,0.38806192
0.23,0.16,0.40348494
0.24,0.16,0.41864493
0.25,0.16,0.43353675
0.26,0.16,0.44815586
0.27,0.16,0.46249831
0.28,0.16,0.47656073
0.29,0.16,0.49034032
0.3,0.16,0.50383485
0.31,0.16,0.5170426
0.32,0.16,0.5299624
0.33,0.16,0.54259357
0.34,0.16,0.5549359
0.35,0.16,0.56698965
0.36,0.16,0.57875552
0.37,0.16,0.59023463
0.38,0.16,0.60142849
0.39,0.16,0.61233898
0.4,0.16,0.62296831
0.41,0.16,0.63331906
0.42,0.16,0.64339406
0.43,0.16,0.65319646
0.44,0.16,0.66272964
0.45,0.16,0.67199724
0.46,0.16,0.68100308
0.47,0.16,0.68975121
0.48,0.16,0.69824583
0.49,0.16,0.70649129
0.5,0.16,0.7144921
0.51,0.16,0.72225286
0.52,0.16,0.72977829
0.53,0.16,0.73707317
0.54,0.16,0.74414238
0.55,0.16,0.75099083
0.56,0.16,0.75762348
0.57,0.16,0.7640453
0.58,0.16,0.77026131
0.59,0.16,0.77627649
0.6,0.16,0.78209585
0.61,0.16,0.78772437
0.62,0.16,0.79316699
0.63,0.16,0.79842864
0.64,0.16,0.80351418
0.65,0.16,0.80842846
0.66,0.16,0.81317624
0.67,0.16,0.81776223
0.68,0.16,0.82219108
0.69,0.16,0.82646737
0.7,0.16,0.83059561
0.71,0.16,0.8345802
0.72,0.16,0.83842551
0.73,0.16,0.84213578
0.74,0.16,0.8457152
0.75,0.16,0.84916786
0.76,0.16,0.85249774
0.77,0.16,0.85570877
0.78,0.16,0.85880476
0.79,0.16,0.86178943
0.8,0.16,0.86466643
0.81,0.16,0.8674393
0.82,0.16,0.87011149
0.83,0.16,0.87268636
0.84,0.16,0.87516718
0.85,0.16,0.87755714
0.86,0.16,0.87985934
0.87,0.16,0.88207676
0.88,0.16,0.88421235
0.89,0.16,0.88626892
0.9,0.16,0.88824922
0.91,0.16,0.89015594
0.92,0.16,0.89199164
0.93,0.16,0.89375884
0.94,0.16,0.89545996
0.95,0.16,0.89709737
0.96,0.16,0.89867332
0.97,0.16,0.90019003
0.98,0.16,0.90164963
0.99,0.16,0.90305419
1,0.16,0.90440569
-1,0.17,-0.89690332
-0.99,0.17,-0.89556302
-0.98,0.17,-0.89417012
-0.97,0.17,-0.89272263
-0.96,0.17,-0.89121849
-0.95,0.17,-0.88965561
-0.94,0.17,-0.88803179
-0.93,0.17,-0.88634478
-0.92,0.17,-0.88459224
-0.91,0.17,-0.88277177
-0.9,0.17,-0.88088087
-0.89,0.17,-0.87891699
-0.88,0.17,-0.87687748
-0.87,0.17,-0.87475961
-0.86,0.17,-0.87256058
-0.85,0.17,-0.87027749
-0.84,0.17,-0.86790735
-0.83,0.17,-0.8654471
-0.82,0.17,-0.86289359
-0.81,0.17,-0.86024357
-0.8,0.17,-0.85749371
-0.79,0.17,-0.85464057
-0.78,0.17,-0.85168066
-0.77,0.17,-0.84861035
-0.76,0.17,-0.84542596
-0.75,0.17,-0.8421237
-0.74,0.17,-0.83869969
-0.73,0.17,-0.83514996
-0.72,0.17,-0.83147046
-0.71,0.17,-0.82765705
-0.7,0.17,-0.82370551
-0.69,0.17,-0.81961152
-0.68,0.17,-0.81537071
-0.67,0.17,-0.81097859
-0.66,0.17,-0.80643064
-0.65,0.17,-0.80172225
-0.64,0.17,-0.79684874
-0.63,0.17,-0.79180538
-0.62,0.17,-0.78658738
-0.61,0.17,-0.78118991
-0.6,0.17,-0.77560808
-0.59,0.17,-0.76983699
-0.58,0.17,-0.76387171
-0.57,0.17,-0.75770727
-0.56,0.17,-0.75133871
-0.55,0.17,-0.74476109
-0.54,0.17,-0.73796945
-0.53,0.17,-0.73095888
-0.52,0.17,-0.72372451
-0.51,0.17,-0.71626151
-0.5,0.17,-0.70856513
-0.49,0.17,-0.70063069
-0.48,0.17,-0.69245362
-0.47,0.17,-0.68402947
-0.46,0.17,-0.67535391
-0.45,0.17,-0.66642278
-0.44,0.17,-0.65723206
-0.43,0.17,-0.64777796
-0.42,0.17,-0.63805687
-0.41,0.17,-0.62806544
-0.4,0.17,-0.61780056
-0.39,0.17,-0.6072594
-0.38,0.17,-0.59643942
-0.37,0.17,-0.58533842
-0.36,0.17,-0.57395453
-0.35,0.17,-0.56228626
-0.34,0.17,-0.5503325
-0.33,0.17,-0.53809255
-0.32,0.17,-0.52556617
-0.31,0.17,-0.51275354
-0.3,0.17,-0.49965535
-0.29,0.17,-0.48627277
-0.28,0.17,-0.47260748
-0.27,0.17,-0.45866171
-0.26,0.17,-0.44443824
-0.25,0.17,-0.42994041
-0.24,0.17,-0.41517212
-0.23,0.17,-0.40013788
-0.22,0.17,-0.3848428
-0.21,0.17,-0.36929257
-0.2,0.17,-0.3534935
-0.19,0.17,-0.33745251
-0.18,0.17,-0.32117713
-0.17,0.17,-0.30467548
-0.16,0.17,-0.28795627
-0.15,0.17,-0.27102881
-0.14,0.17,-0.25390298
-0.13,0.17,-0.23658919
-0.12,0.17,-0.21909842
-0.11,0.17,-0.20144213
-0.1,0.17,-0.18363228
-0.09,0.17,-0.16568128
-0.08,0.17,-0.14760197
-0.07,0.17,-0.12940758
-0.06,0.17,-0.1111117
-0.05,0.17,-0.092728213
-0.04,0.17,-0.074271303
-0.03,0.17,-0.05575537
-0.02,0.17,-0.037195005
-0.01,0.17,-0.01860494
0,0.17,0
0.01,0.17,0.01860494
0.02,0.17,0.037195005
0.03,0.17,0.05575537
0.04,0.17,0.074271303
0.05,0.17,0.092728213
0.06,0.17,0.1111117
0.07,0.17,0.12940758
0.08,0.17,0.14760197
0.09,0.17,0.16568128
0.1,0.17,0.18363228
0.11,0.17,0.20144213
0.12,0.17,0.21909842
0.13,0.17,0.23658919
0.14,0.17,0.25390298
0.15,0.17,0.27102881
0.16,0.17,0.28795627
0.17,0.17,0.30467548
0.18,0.17,0.32117713
0.19,0.17,0.33745251
0.2,0.17,0.3534935
0.21,0.17,0.36929257
0.22,0.17,0.3848428
0.23,0.17,0.40013788
0.24,0.17,0.41517212
0.25,0.17,0.42994041
0.26,0.17,0.44443824
0.27,0.17,0.45866171
0.28,0.17,0.47260748
0.29,0.17,0.48627277
0.3,0.17,0.49965535
0.31,0.17,0.51275354
0.32,0.17,0.52556617
0.33,0.17,0.53809255
0.34,0.17,0.5503325
0.35,0.17,0.56228626
0.36,0.17,0.57395453
0.37,0.17,0.58533842
0.38,0.17,0.59643942
0.39,0.17,0.6072594
0.4,0.17,0.61780056
0.41,0.17,0.62806544
0.42,0.17,0.63805687
0.43,0.17,0.64777796
0.44,0.17,0.65723206
0.45,0.17,0.66642278
0.46,0.17,0.67535391
0.47,0.17,0.68402947
0.48,0.17,0.69245362
0.49,0.17,0.70063069
0.5,0.17,0.70856513
0.51,0.17,0.71626151
0.52,0.17,0.72372451
0.53,0.17,0.73095888
0.54,0.17,0.73796945
0.55,0.17,0.74476109
0.56,0.17,0.75133871
0.57,0.17,0.75770727
0.58,0.17,0.76387171
0.59,0.17,0.76983699
0.6,0.17,0.77560808
0.61,0.17,0.78118991
0.62,0.17,0.78658738
0.63,0.17,0.79180538
0.64,0.17,0.79684874
0.65,0.17,0.80172225
0.66,0.17,0.80643064
0.67,0.17,0.81097859
0.68,0.17,0.81537071
0.69,0.17,0.81961152
0.7,0.17,0.82370551
0.71,0.17,0.82765705
0.72,0.17,0.83147046
0.73,0.17,0.83514996
0.74,0.17,0.83869969
0.75,0.17,0.8421237
0.76,0.17,0.84542596
0.77,0.17,0.84861035
0.78,0.17,0.85168066
0.79,0.17,0.85464057
0.8,0.17,0.85749371
0.81,0.17,0.86024357
0.82,0.17,0.86289359
0.83,0.17,0.8654471
0.84,0.17,0.86790735
0.85,0.17,0.87027749
0.86,0.17,0.87256058
0.87,0.17,0.87475961
0.88,0.17,0.87687748
0.89,0.17,0.87891699
0.9,0.17,0.88088087
0.91,0.17,0.88277177
0.92,0.17,0.88459224
0.93,0.17,0.88634478
0.94,0.17,0.88803179
0.95,0.17,0.88965561
0.96,0.17,0.89121849
0.97,0.17,0.89272263
0.98,0.17,0.89417012
0.99,0.17,0.89556302
1,0.17,0.89690332
-1,0.18,-0.88899149
-0.99,0.18,-0.88766302
-0.98,0.18,-0.88628241
-0.97,0.18,-0.88484768
-0.96,0.18,-0.88335682
-0.95,0.18,-0.88180772
-0.94,0.18,-0.88019823
-0.93,0.18,-0.8785261
-0.92,0.18,-0.87678902
-0.91,0.18,-0.8749846
-0.9,0.18,-0.87311038
-0.89,0.18,-0.87116383
-0.88,0.18,-0.86914231
-0.87,0.18,-0.86704312
-0.86,0.18,-0.86486349
-0.85,0.18,-0.86260054
-0.84,0.18,-0.86025131
-0.83,0.18,-0.85781276
-0.82,0.18,-0.85528178
-0.81,0.18,-0.85265513
-0.8,0.18,-0.84992953
-0.79,0.18,-0.84710156
-0.78,0.18,-0.84416776
-0.77,0.18,-0.84112453
-0.76,0.18,-0.83796823
-0.75,0.18,-0.8346951
-0.74,0.18,-0.83130129
-0.73,0.18,-0.82778288
-0.72,0.18,-0.82413584
-0.71,0.18,-0.82035607
-0.7,0.18,-0.81643938
-0.69,0.18,-0.81238151
-0.68,0.18,-0.8081781
-0.67,0.18,-0.80382473
-0.66,0.18,-0.7993169
-0.65,0.18,-0.79465004
-0.64,0.18,-0.78981952
-0.63,0.18,-0.78482065
-0.62,0.18,-0.77964868
-0.61,0.18,-0.77429882
-0.6,0.18,-0.76876624
-0.59,0.18,-0.76304606
-0.58,0.18,-0.75713339
-0.57,0.18,-0.75102333
-0.56,0.18,-0.74471095
-0.55,0.18,-0.73819135
-0.54,0.18,-0.73145962
-0.53,0.18,-0.7245109
-0.52,0.18,-0.71734034
-0.51,0.18,-0.70994318
-0.5,0.18,-0.70231468
-0.49,0.18,-0.69445024
-0.48,0.18,-0.68634531
-0.47,0.18,-0.67799547
-0.46,0.18,-0.66939644
-0.45,0.18,-0.66054408
-0.44,0.18,-0.65143444
-0.43,0.18,-0.64206373
-0.42,0.18,-0.6324284
-0.41,0.18,-0.62252511
-0.4,0.18,-0.61235078
-0.39,0.18,-0.6019026
-0.38,0.18,-0.59117807
-0.37,0.18,-0.580175
-0.36,0.18,-0.56889153
-0.35,0.18,-0.55732618
-0.34,0.18,-0.54547787
-0.33,0.18,-0.5333459
-0.32,0.18,-0.52093001
-0.31,0.18,-0.50823041
-0.3,0.18,-0.49524776
-0.29,0.18,-0.48198322
-0.28,0.18,-0.46843848
-0.27,0.18,-0.45461574
-0.26,0.18,-0.44051774
-0.25,0.18,-0.42614779
-0.24,0.18,-0.41150978
-0.23,0.18,-0.39660816
-0.22,0.18,-0.381448
-0.21,0.18,-0.36603494
-0.2,0.18,-0.35037524
-0.19,0.18,-0.33447576
-0.18,0.18,-0.31834394
-0.17,0.18,-0.30198785
-0.16,0.18,-0.28541613
-0.15,0.18,-0.26863799
-0.14,0.18,-0.25166323
-0.13,0.18,-0.23450218
-0.12,0.18,-0.21716569
-0.11,0.18,-0.19966515
-0.1,0.18,-0.18201241
-0.09,0.18,-0.16421976
-0.08,0.18,-0.14629993
-0.07,0.18,-0.12826604
-0.06,0.18,-0.11013155
-0.05,0.18,-0.091910233
-0.04,0.18,-0.073616136
-0.03,0.18,-0.055263537
-0.02,0.18,-0.036866898
-0.01,0.18,-0.018440821
0,0.18,0
0.01,0.18,0.018440821
0.02,0.18,0.036866898
0.03,0.18,0.055263537
0.04,0.18,0.073616136
0.05,0.18,0.091910233
0.06,0.18,0.11013155
0.07,0.18,0.12826604
0.08,0.18,0.14629993
0.09,0.18,0.16421976
0.1,0.18,0.18201241
0.11,0.18,0.19966515
0.12,0.18,0.21716569
0.13,0.18,0.23450218
0.14,0.18,0.25166323
0.15,0.18,0.26863799
0.16,0.18,0.28541613
0.17,0.18,0.30198785
0.18,0.18,0.31834394
0.19,0.18,0.33447576
0.2,0.18,0.35037524
0.21,0.18,0.36603494
0.22,0.18,0.381448
0.23,0.18,0.39660816
0.24,0.18,0.41150978
0.25,0.18,0.42614779
0.26,0.18,0.44051774
0.27,0.18,0.45461574
0.28,0.18,0.46843848
0.29,0.18,0.48198322
0.3,0.18,0.49524776
0.31,0.18,0.50823041
0.32,0.18,0.52093001
0.33,0.18,0.5333459
0.34,0.18,0.54547787
0.35,0.18,0.55732618
0.36,0.18,0.56889153
0.37,0.18,0.580175
0.38,0.18,0.59117807
0.39,0.18,0.6019026
0.4,0.18,0.61235078
0.41,0.18,0.62252511
0.42,0.18,0.6324284
0.43,0.18,0.64206373
0.44,0.18,0.65143444
0.45,0.18,0.66054408
0.46,0.18,0.66939644
0.47,0.18,0.67799547
0.48,0.18,0.68634531
0.49,0.18,0.69445024
0.5,0.18,0.70231468
0.51,0.18,0.70994318
0.52,0.18,0.71734034
0.53,0.18,0.7245109
0.54,0.18,0.73145962
0.55,0.18,0.73819135
0.56,0.18,0.74471095
0.57,0.18,0.75102333
0.58,0.18,0.75713339
0.59,0.18,0.76304606
0.6,0.18,0.76876624
0.61,0.18,0.77429882
0.62,0.18,0.77964868
0.63,0.18,0.78482065
0.64,0.18,0.78981952
0.65,0.18,0.79465004
0.66,0.18,0.7993169
0.67,0.18,0.80382473
0.68,0.18,0.8081781
0.69,0.18,0.81238151
0.7,0.18,0.81643938
0.71,0.18,0.82035607
0.72,0.18,0.82413584
0.73,0.18,0.82778288
0.74,0.18,0.83130129
0.75,0.18,0.8346951
0.76,0.18,0.83796823
0.77,0.18,0.84112453
0.78,0.18,0.84416776
0.79,0.18,0.84710156
0.8,0.18,0.84992953
0.81,0.18,0.85265513
0.82,0.18,0.85528178
0.83,0.18,0.85781276
0.84,0.18,0.86025131
0.85,0.18,0.86260054
0.86,0.18,0.86486349
0.87,0.18,0.86704312
0.88,0.18,0.86914231
0.89,0.18,0.87116383
0.9,0.18,0.87311038
0.91,0.18,0.8749846
0.92,0.18,0.87678902
0.93,0.18,0.8785261
0.94,0.18,0.88019823
0.95,0.18,0.88180772
0.96,0.18,0.88335682
0.97,0.18,0.88484768
0.98,0.18,0.88628241
0.99,0.18,0.88766302
1,0.18,0.88899149
-1,0.19,-0.88067803
-0.99,0.19,-0.87936199
-0.98,0.19,-0.87799428
-0.97,0.19,-0.87657297
-0.96,0.19,-0.87509605
-0.95,0.19,-0.87356144
-0.94,0.19,-0.871967
-0.93,0.19,-0.8703105
-0.92,0.19,-0.86858967
-0.91,0.19,-0.86680213
-0.9,0.19,-0.86494544
-0.89,0.19,-0.86301708
-0.88,0.19,-0.86101447
-0.87,0.19,-0.85893492
-0.86,0.19,-0.85677566
-0.85,0.19,-0.85453387
-0.84,0.19,-0.85220661
-0.83,0.19,-0.84979087
-0.82,0.19,-0.84728356
-0.81,0.19,-0.84468147
-0.8,0.19,-0.84198136
-0.79,0.19,-0.83917984
-0.78,0.19,-0.83627347
-0.77,0.19,-0.8332587
-0.76,0.19,-0.83013192
-0.75,0.19,-0.8268894
-0.74,0.19,-0.82352732
-0.73,0.19,-0.82004181
-0.72,0.19,-0.81642888
-0.71,0.19,-0.81268446
-0.7,0.19,-0.8088044
-0.69,0.19,-0.80478447
-0.68,0.19,-0.80062037
-0.67,0.19,-0.79630771
-0.66,0.19,-0.79184204
-0.65,0.19,-0.78721882
-0.64,0.19,-0.78243348
-0.63,0.19,-0.77748135
-0.62,0.19,-0.77235775
-0.61,0.19,-0.76705792
-0.6,0.19,-0.76157707
-0.59,0.19,-0.75591038
-0.58,0.19,-0.75005301
-0.57,0.19,-0.74400009
-0.56,0.19,-0.73774674
-0.55,0.19,-0.73128811
-0.54,0.19,-0.72461933
-0.53,0.19,-0.71773559
-0.52,0.19,-0.71063209
-0.51,0.19,-0.7033041
-0.5,0.19,-0.69574694
-0.49,0.19,-0.68795604
-0.48,0.19,-0.6799269
-0.47,0.19,-0.67165515
-0.46,0.19,-0.66313653
-0.45,0.19,-0.65436696
-0.44,0.19,-0.64534251
-0.43,0.19,-0.63605943
-0.42,0.19,-0.62651421
-0.41,0.19,-0.61670353
-0.4,0.19,-0.60662434
-0.39,0.19,-0.59627387
-0.38,0.19,-0.58564963
-0.37,0.19,-0.57474945
-0.36,0.19,-0.5635715
-0.35,0.19,-0.55211431
-0.34,0.19,-0.5403768
-0.33,0.19,-0.52835828
-0.32,0.19,-0.5160585
-0.31,0.19,-0.50347766
-0.3,0.19,-0.49061642
-0.29,0.19,-0.47747593
-0.28,0.19,-0.46405785
-0.27,0.19,-0.45036437
-0.26,0.19,-0.43639821
-0.25,0.19,-0.42216264
-0.24,0.19,-0.40766152
-0.23,0.19,-0.39289925
-0.22,0.19,-0.37788086
-0.21,0.19,-0.36261194
-0.2,0.19,-0.34709868
-0.19,0.19,-0.33134788
-0.18,0.19,-0.31536693
-0.17,0.19,-0.29916379
-0.16,0.19,-0.28274704
-0.15,0.19,-0.26612581
-0.14,0.19,-0.24930979
-0.13,0.19,-0.23230921
-0.12,0.19,-0.21513485
-0.11,0.19,-0.19779797
-0.1,0.19,-0.18031031
-0.09,0.19,-0.16268405
-0.08,0.19,-0.1449318
-0.07,0.19,-0.12706655
-0.06,0.19,-0.10910165
-0.05,0.19,-0.091050728
-0.04,0.19,-0.07292771
-0.03,0.19,-0.054746737
-0.02,0.19,-0.036522135
-0.01,0.19,-0.01826837
0,0.19,0
0.01,0.19,0.01826837
0.02,0.19,0.036522135
0.03,0.19,0.054746737
0.04,0.19,0.07292771
0.05,0.19,0.091050728
0.06,0.19,0.10910165
0.07,0.19,0.12706655
0.08,0.19,0.1449318
0.09,0.19,0.16268405
0.1,0.19,0.18031031
0.11,0.19,0.19779797
0.12,0.19,0.21513485
0.13,0.19,0.23230921
0.14,0.19,0.24930979
0.15,0.19,0.26612581
0.16,0.19,0.28274704
0.17,0.19,0.29916379
0.18,0.19,0.31536693
0.19,0.19,0.33134788
0.2,0.19,0.34709868
0.21,0.19,0.36261194
0.22,0.19,0.37788086
0.23,0.19,0.39289925
0.24,0.19,0.40766152
0.25,0.19,0.42216264
0.26,0.19,0.43639821
0.27,0.19,0.45036437
0.28,0.19,0.46405785
0.29,0.19,0.47747593
0.3,0.19,0.49061642
0.31,0.19,0.50347766
0.32,0.19,0.5160585
0.33,0.19,0.52835828
0.34,0.19,0.5403768
0.35,0.19,0.55211431
0.36,0.19,0.5635715
0.37,0.19,0.57474945
0.38,0.19,0.58564963
0.39,0.19,0.59627387
0.4,0.19,0.60662434
0.41,0.19,0.61670353
0.42,0.19,0.62651421
0.43,0.19,0.63605943
0.44,0.19,0.64534251
0.45,0.19,0.65436696
0.46,0.19,0.66313653
0.47,0.19,0.67165515
0.48,0.19,0.6799269
0.49,0.19,0.68795604
0.5,0.19,0.69574694
0.51,0.19,0.7033041
0.52,0.19,0.71063209
0.53,0.19,0.71773559
0.54,0.19,0.72461933
0.55,0.19,0.73128811
0.56,0.19,0.73774674
0.57,0.19,0.74400009
0.58,0.19,0.75005301
0.59,0.19,0.75591038
0.6,0.19,0.76157707
0.61,0.19,0.76705792
0.62,0.19,0.77235775
0.63,0.19,0.77748135
0.64,0.19,0.78243348
0.65,0.19,0.78721882
0.66,0.19,0.79184204
0.67,0.19,0.79630771
0.68,0.19,0.80062037
0.69,0.19,0.80478447
0.7,0.19,0.8088044
0.71,0.19,0.81268446
0.72,0.19,0.81642888
0.73,0.19,0.82004181
0.74,0.19,0.82352732
0.75,0.19,0.8268894
0.76,0.19,0.83013192
0.77,0.19,0.8332587
0.78,0.19,0.83627347
0.79,0.19,0.83917984
0.8,0.19,0.84198136
0.81,0.19,0.84468147
0.82,0.19,0.84728356
0.83,0.19,0.84979087
0.84,0.19,0.85220661
0.85,0.19,0.85453387
0.86,0.19,0.85677566
0.87,0.19,0.85893492
0.88,0.19,0.86101447
0.89,0.19,0.86301708
0.9,0.19,0.86494544
0.91,0.19,0.86680213
0.92,0.19,0.86858967
0.93,0.19,0.8703105
0.94,0.19,0.871967
0.95,0.19,0.87356144
0.96,0.19,0.87509605
0.97,0.19,0.87657297
0.98,0.19,0.87799428
0.99,0.19,0.87936199
1,0.19,0.88067803
-1,0.2,-0.87197114
-0.99,0.2,-0.8706681
-0.98,0.2,-0.86931392
-0.97,0.2,-0.86790666
-0.96,0.2,-0.86644434
-0.95,0.2,-0.86492491
-0.94,0.2,-0.86334623
-0.93,0.2,-0.86170611
-0.92,0.2,-0.86000229
-0.91,0.2,-0.85823242
-0.9,0.2,-0.85639408
-0.89,0.2,-0.8544848
-0.88,0.2,-0.85250198
-0.87,0.2,-0.85044299
-0.86,0.2,-0.84830508
-0.85,0.2,-0.84608545
-0.84,0.2,-0.8437812
-0.83,0.2,-0.84138935
-0.82,0.2,-0.83890682
-0.81,0.2,-0.83633046
-0.8,0.2,-0.83365704
-0.79,0.2,-0.83088322
-0.78,0.2,-0.82800558
-0.77,0.2,-0.82502062
-0.76,0.2,-0.82192475
-0.75,0.2,-0.81871429
-0.74,0.2,-0.81538545
-0.73,0.2,-0.8119344
-0.72,0.2,-0.80835719
-0.71,0.2,-0.80464979
-0.7,0.2,-0.80080809
-0.69,0.2,-0.79682791
-0.68,0.2,-0.79270498
-0.67,0.2,-0.78843495
-0.66,0.2,-0.78401343
-0.65,0.2,-0.77943592
-0.64,0.2,-0.77469788
-0.63,0.2,-0.76979472
-0.62,0.2,-0.76472177
-0.61,0.2,-0.75947434
-0.6,0.2,-0.75404768
-0.59,0.2,-0.74843701
-0.58,0.2,-0.74263755
-0.57,0.2,-0.73664447
-0.56,0.2,-0.73045295
-0.55,0.2,-0.72405817
-0.54,0.2,-0.71745532
-0.53,0.2,-0.71063964
-0.52,0.2,-0.70360637
